Date,Nifty500_PE,Nifty500_PB,Earning_Yields_%,3M_Yield_India,2Y_Yield_India,10Y_Yield_India,India_Yield_Spread,10Y-3M_Yield_India,10Y-2Y_Yield_India,3M_Yield_US,2Y_Yield_US,10Y_Yield_US,10Y-3M_Yield_US,10Y-2Y_Yield_US,pct_change
2005-06-02,17.34,3.24,7.26,5.2,6.05,6.92,-0.34,1.72,0.87,2.96,3.54,3.91,0.95,0.37,1.38557193444783
2001-02-09,21.66,2.33,4.39,8.9,9.44,10.3,5.91,1.4,0.86,5.06,4.65,5.03,-0.03,0.38,1.3856215578284816
2001-03-28,16.98,1.83,5.53,8.7,9.3,10.51,4.97,1.81,1.21,4.35,4.34,4.97,0.62,0.62,2.2561505065123013
2005-12-23,18.33,3.69,5.89,6.0,6.22,7.12,1.23,1.12,0.9,3.98,4.36,4.38,0.4,0.02,1.0757182309055686
2009-06-26,18.54,3.08,4.98,3.35,5.4,6.98,2.0,3.63,1.58,0.19,1.11,3.53,3.34,2.42,0.5130116274117298
2003-09-04,17.9,2.26,6.61,4.63,4.75,5.28,-1.33,0.65,0.52,0.96,1.9,4.51,3.54,2.6,1.8889989642905394
2012-09-03,17.84,2.37,5.67,8.2,7.91,8.21,2.54,0.01,0.3,0.09,0.23,1.55,1.46,1.32,1.038807199437998
2010-05-31,18.97,3.22,4.69,5.0,5.93,7.56,2.86,2.56,1.63,0.16,0.77,3.3,3.14,2.53,0.6490678086405146
2011-06-21,17.96,2.92,5.13,8.15,8.13,8.22,3.09,0.07,0.09,0.03,0.37,2.98,2.95,2.61,0.5544765541719867
1999-08-30,19.76,2.46,4.64,9.5,10.48,11.6,6.96,2.1,1.12,4.97,5.74,5.96,0.99,0.22,0.2429047169342411
2004-04-30,17.75,2.91,5.35,4.35,4.53,5.12,-0.24,0.77,0.58,0.97,2.29,4.49,3.52,2.19,0.33746807734403506
2011-04-01,20.23,3.22,4.52,7.25,7.58,7.97,3.45,0.72,0.39,0.06,0.8,3.45,3.39,2.65,0.3662460533830454
2011-05-25,18.25,3.03,5.07,8.15,8.19,8.37,3.3,0.22,0.18,0.06,0.54,3.13,3.07,2.59,0.48769077560851337
2005-02-23,17.16,3.25,6.99,5.25,5.86,6.51,-0.49,1.26,0.65,2.62,3.45,4.27,1.65,0.82,1.381598373213739
2008-05-30,18.09,4.32,4.82,7.42,8.0,8.1,3.28,0.68,0.1,1.91,2.66,4.07,2.16,1.41,0.12089452350586538
2007-03-08,16.71,3.98,5.53,7.3,7.78,8.0,2.48,0.7,0.23,5.08,4.57,4.52,-0.56,-0.05,0.20293887912517095
2007-06-01,18.53,4.64,4.9,7.0,7.8,8.08,3.18,1.08,0.28,4.72,4.98,4.96,0.24,-0.02,0.18087352978196725
2003-05-22,13.97,1.62,8.97,4.5,5.05,5.83,-3.13,1.33,0.79,1.08,1.32,3.32,2.24,2.0,3.8038494383498653
2004-12-28,17.07,3.22,6.56,5.35,5.92,6.6,0.04,1.25,0.68,2.25,3.04,4.3,2.05,1.26,1.2013321813773308
2006-09-26,19.33,3.95,4.8,6.5,6.96,7.56,2.76,1.06,0.61,4.88,4.7,4.59,-0.29,-0.11,0.5266537888030365
2008-01-16,25.32,5.93,3.75,7.05,7.52,7.56,3.81,0.51,0.04,3.09,2.52,3.74,0.65,1.22,-0.12523838565716983
2004-07-29,15.48,2.55,7.4,4.37,5.22,6.28,-1.11,1.91,1.07,1.34,2.76,4.58,3.24,1.82,1.6693758854671539
2004-10-08,14.73,2.63,6.57,5.0,5.64,6.67,0.1,1.67,1.03,1.67,2.58,4.13,2.46,1.55,1.3623330074942976
2012-12-06,18.43,2.61,5.33,8.19,7.98,8.16,2.83,-0.03,0.19,0.1,0.24,1.59,1.49,1.34,0.8367262984684192
2001-08-29,14.88,1.64,6.54,6.9,7.14,9.1,2.57,2.2,1.96,3.42,3.61,4.77,1.35,1.15,2.6836052612664414
2003-02-26,13.66,1.61,7.02,5.9,6.19,6.43,-0.59,0.53,0.24,1.2,1.56,3.77,2.57,2.2,6.018461947137734
2009-07-28,19.17,3.16,4.93,3.25,5.08,6.89,1.97,3.64,1.81,0.2,1.08,3.69,3.49,2.61,0.5684285388403578
2007-03-26,17.1,4.08,5.44,7.4,8.05,8.0,2.56,0.6,-0.06,5.04,4.59,4.61,-0.44,0.02,0.25808043031971617
2000-02-18,35.11,4.04,3.65,9.4,9.61,10.48,6.84,1.08,0.87,5.73,6.63,6.48,0.75,-0.15,0.05308824863198014
2011-04-20,20.58,3.3,4.53,7.4,7.82,8.08,3.54,0.68,0.25,0.07,0.67,3.41,3.34,2.74,0.26315845527935755
2009-04-09,14.57,2.27,6.32,3.8,5.09,6.7,0.38,2.9,1.62,0.19,0.96,2.92,2.73,1.96,0.8467369744103381
2001-07-30,14.55,1.6,6.65,7.15,7.49,9.33,2.68,2.18,1.84,3.57,3.85,5.07,1.5,1.22,2.834764260768335
2014-03-13,18.52,2.52,5.47,9.2,8.51,8.73,3.26,-0.47,0.22,0.05,0.34,2.65,2.6,2.31,0.8228650742930184
2010-04-30,19.17,3.31,4.49,4.1,5.92,8.05,3.56,3.95,2.12,0.17,0.96,3.66,3.49,2.7,0.6506719168517203
2007-09-04,18.61,4.41,4.93,6.85,7.63,7.92,2.98,1.07,0.29,4.2,4.13,4.55,0.35,0.42,0.11762982689747004
2000-02-17,34.67,3.99,3.59,9.1,9.72,10.52,6.92,1.42,0.8,5.73,6.67,6.56,0.83,-0.11,0.056484202792064675
2004-03-01,17.5,2.85,4.64,4.32,4.71,5.26,0.62,0.94,0.55,0.95,1.64,3.98,3.03,2.34,0.5467928850559223
2004-09-16,14.8,2.58,7.02,4.68,5.47,6.14,-0.88,1.46,0.67,1.66,2.55,4.08,2.42,1.53,1.4596902992847718
2005-01-03,17.45,3.3,6.42,5.1,6.0,6.54,0.12,1.44,0.54,2.21,3.1,4.22,2.01,1.12,1.0315846845619294
2007-12-19,24.43,5.71,3.87,7.45,7.79,7.88,4.01,0.43,0.09,2.88,3.12,4.03,1.16,0.92,-0.09672680438304326
2011-08-01,18.25,3.0,5.05,8.4,8.37,8.46,3.41,0.06,0.09,0.08,0.38,2.75,2.67,2.38,0.5358095860026795
2013-04-23,17.48,2.53,5.63,7.68,7.49,7.73,2.1,0.05,0.23,0.05,0.23,1.71,1.65,1.48,1.00136689703438
2012-11-22,17.36,2.47,5.62,8.18,8.02,8.22,2.6,0.04,0.2,0.1,0.27,1.68,1.58,1.41,0.9927545954649135
2004-08-19,13.67,2.41,7.43,4.7,5.66,6.49,-0.94,1.79,0.84,1.47,2.39,4.24,2.77,1.85,1.5783451360417442
2003-08-29,17.74,2.24,6.69,4.65,4.78,5.28,-1.41,0.63,0.51,0.98,1.98,4.4,3.42,2.42,1.7950383933845244
2000-05-16,21.83,2.23,5.09,8.2,9.4,10.53,5.44,2.33,1.13,6.15,6.91,5.98,-0.17,-0.93,0.9557390146471372
2012-10-29,18.69,2.5,5.38,8.07,7.82,8.13,2.74,0.06,0.3,0.13,0.29,1.72,1.59,1.43,0.9373407821229052
2002-04-05,14.55,1.71,5.46,6.04,6.18,7.16,1.7,1.12,0.98,1.77,3.47,5.21,3.44,1.73,3.3820635721493444
2010-01-21,20.47,3.28,4.44,3.9,5.24,7.56,3.12,3.66,2.33,0.05,0.83,3.6,3.54,2.76,0.5670983710355149
2012-03-29,17.92,2.49,5.46,9.0,8.11,8.6,3.14,-0.4,0.49,0.06,0.34,2.16,2.1,1.82,0.798470099043509
2012-05-17,16.77,2.35,5.96,8.4,8.09,8.49,2.53,0.09,0.4,0.1,0.3,1.69,1.59,1.39,1.04388848072387
2002-05-20,13.79,1.67,5.8,6.9,7.13,8.17,2.36,1.27,1.04,1.77,3.3,5.2,3.43,1.9,3.1011896893588897
2013-07-08,17.51,2.41,5.65,7.47,7.7,7.57,1.92,0.1,-0.14,0.05,0.36,2.64,2.59,2.28,1.0924854207164674
2008-03-11,18.73,4.66,4.82,7.33,7.56,7.6,2.78,0.27,0.04,1.33,1.75,3.6,2.27,1.85,0.20215435841367646
2001-09-24,11.9,1.32,7.99,7.3,7.72,9.34,1.35,2.04,1.62,2.39,2.92,4.72,2.33,1.79,3.48876204067071
2001-07-25,14.56,1.6,6.61,7.2,7.48,9.35,2.74,2.15,1.87,3.55,4.0,5.19,1.63,1.19,2.9637275568801336
2010-09-16,22.37,3.43,4.06,6.15,6.96,7.97,3.9,1.82,1.01,0.16,0.48,2.76,2.61,2.28,0.4793901516329302
2008-12-03,10.46,1.85,8.59,6.6,6.55,6.77,-1.82,0.17,0.23,0.02,0.89,2.66,2.64,1.76,1.1674507497794764
2014-10-31,22.0,3.05,4.63,8.4,8.21,8.27,3.64,-0.13,0.06,0.01,0.5,2.34,2.33,1.84,0.33210185843024354
2003-05-14,13.4,1.56,9.07,4.46,5.1,5.9,-3.18,1.44,0.8,1.07,1.4,3.52,2.46,2.13,4.299157591945757
2007-06-12,17.97,4.4,5.07,7.68,8.02,8.38,3.31,0.7,0.36,4.7,5.11,5.3,0.6,0.19,0.21506123512551012
2014-10-14,21.01,2.91,4.9,8.5,8.3,8.39,3.49,-0.11,0.09,0.01,0.38,2.21,2.2,1.83,0.42692313758892086
2013-09-06,16.19,2.29,6.11,10.68,8.98,8.63,2.52,-2.06,-0.35,0.02,0.46,2.94,2.92,2.48,1.1221928971616433
2000-08-10,22.89,2.36,4.98,11.0,10.86,11.55,6.57,0.55,0.68,6.24,6.19,5.76,-0.48,-0.43,0.9758094529214738
2010-05-07,18.36,3.17,4.72,4.1,5.83,7.95,3.23,3.85,2.12,0.13,0.82,3.42,3.29,2.6,0.7462729392073646
2006-08-10,17.23,3.63,5.46,6.35,7.08,8.09,2.62,1.74,1.01,5.04,4.94,4.94,-0.1,0.0,0.6709547137354626
2004-03-18,16.62,2.73,4.99,4.24,4.54,5.18,0.19,0.94,0.64,0.93,1.5,3.73,2.79,2.22,0.5581946064397554
2005-05-10,16.76,3.13,7.24,5.16,6.07,7.2,-0.03,2.04,1.14,2.86,3.67,4.2,1.34,0.53,1.4080638767767142
1999-06-23,15.51,1.94,5.55,9.05,10.87,11.76,6.21,2.71,0.89,4.72,5.72,6.03,1.31,0.32,0.9133488880063543
2004-09-01,14.21,2.48,7.32,4.55,5.49,5.96,-1.35,1.41,0.48,1.57,2.45,4.12,2.55,1.67,1.5489303266840126
2011-12-14,16.2,2.32,5.8,8.55,8.16,8.49,2.69,-0.07,0.33,0.0,0.24,1.9,1.9,1.66,1.015923566878981
2013-12-20,18.78,2.45,5.37,8.64,8.43,8.79,3.42,0.15,0.36,0.07,0.38,2.89,2.82,2.51,0.801569426017916
2010-04-13,19.72,3.31,4.34,4.1,6.13,8.05,3.71,3.95,1.92,0.16,1.05,3.82,3.66,2.77,0.5878038486545676
2010-05-20,18.04,3.14,4.84,4.25,5.85,7.41,2.57,3.16,1.57,0.16,0.72,3.22,3.05,2.5,0.7169071840714174
2004-04-23,18.72,3.07,5.08,4.33,4.53,5.07,-0.01,0.74,0.54,0.96,2.09,4.36,3.4,2.27,0.3187981752398932
2005-07-14,17.92,3.3,7.12,5.4,6.12,7.21,0.09,1.81,1.09,3.2,3.85,4.18,0.98,0.33,1.2189697972693425
2008-09-19,15.46,2.99,5.48,8.7,8.68,8.4,2.92,-0.3,-0.28,1.01,2.18,3.82,2.81,1.64,0.39778538778342676
2011-10-13,16.81,2.55,5.45,8.5,8.45,8.72,3.27,0.22,0.27,0.02,0.28,2.18,2.16,1.9,0.7961954512973413
2007-01-19,20.08,4.37,4.67,7.13,7.52,7.81,3.14,0.68,0.29,5.11,4.93,4.78,-0.33,-0.15,0.1387597127384037
2010-11-03,23.54,3.49,3.95,6.8,7.15,7.95,4.0,1.15,0.8,0.13,0.34,2.58,2.45,2.24,0.2719799646434884
2012-03-28,17.94,2.49,5.45,9.0,8.3,8.61,3.17,-0.39,0.31,0.08,0.34,2.2,2.12,1.86,0.796422992625601
2010-12-13,21.46,3.29,4.24,7.15,7.45,8.11,3.87,0.96,0.66,0.13,0.59,3.28,3.15,2.69,0.42737535672318283
2004-01-23,17.31,2.84,4.91,4.29,4.63,5.13,0.22,0.84,0.49,0.87,1.62,3.92,3.05,2.3,0.3653640256959314
2008-04-04,17.49,4.22,4.94,6.75,7.68,7.98,3.04,1.23,0.3,1.25,1.82,3.47,2.22,1.65,0.27426993423071266
2014-01-08,18.68,2.43,5.46,8.72,8.52,8.8,3.34,0.07,0.28,0.04,0.43,2.99,2.95,2.56,0.8351522173143959
2008-01-03,26.77,6.25,3.6,6.98,7.53,7.75,4.15,0.77,0.22,3.2,2.81,3.89,0.69,1.08,-0.17793355628238572
2010-03-23,19.29,3.25,4.5,4.4,6.16,7.86,3.36,3.46,1.69,0.14,0.98,3.69,3.55,2.71,0.6515405966459076
2002-08-20,12.38,1.58,6.8,5.85,6.19,7.17,0.37,1.32,0.98,1.63,2.07,4.15,2.52,2.08,3.867946361718059
2002-08-07,12.12,1.55,6.94,5.84,6.19,7.17,0.23,1.33,0.98,1.6,1.98,4.31,2.71,2.32,3.809961046188092
2003-02-05,13.66,1.61,7.04,5.59,5.75,6.25,-0.79,0.66,0.51,1.17,1.72,4.0,2.83,2.28,5.766232903996812
2014-06-06,21.57,3.06,4.82,8.48,8.24,8.51,3.69,0.03,0.26,0.03,0.4,2.6,2.56,2.19,0.570428796319709
2013-11-11,17.35,2.36,5.72,8.75,8.56,8.95,3.23,0.2,0.39,0.06,0.31,2.75,2.69,2.44,1.1098600576861446
2006-11-03,18.85,4.11,4.91,6.7,7.12,7.64,2.73,0.94,0.52,5.07,4.83,4.72,-0.35,-0.11,0.28768899854494845
1999-01-28,13.4,1.58,7.89,9.2,11.2,12.22,4.33,3.02,1.02,4.47,4.57,4.66,0.19,0.09,0.8650651635799707
2013-03-15,17.68,2.54,5.51,8.1,7.7,7.86,2.35,-0.24,0.15,0.09,0.25,1.99,1.9,1.74,1.1094884954982387
2011-06-20,17.92,2.93,5.15,8.1,8.1,8.19,3.04,0.09,0.1,0.02,0.38,2.96,2.93,2.58,0.5563361285404329
2000-10-26,20.63,2.15,5.57,9.9,10.48,11.61,6.04,1.71,1.14,6.35,5.93,5.69,-0.66,-0.23,1.468881609733271
2002-10-18,12.24,1.56,6.94,5.74,5.93,7.04,0.1,1.3,1.11,1.67,2.06,4.11,2.44,2.05,3.8088546815421553
2006-07-21,16.0,3.35,5.91,6.33,7.14,8.24,2.34,1.91,1.1,5.06,5.09,5.05,-0.01,-0.04,0.8445554696155695
2003-02-12,13.55,1.6,7.06,5.7,6.06,6.65,-0.4,0.95,0.6,1.18,1.63,3.91,2.73,2.28,5.665573770491804
2014-09-24,21.43,3.01,4.78,8.54,8.41,8.48,3.69,-0.06,0.07,0.02,0.59,2.57,2.55,1.98,0.43439356868227885
2004-06-24,13.9,2.29,8.46,4.48,5.06,5.78,-2.68,1.3,0.72,1.25,2.71,4.65,3.4,1.94,1.2286246893123445
2010-06-02,18.81,3.19,4.76,5.2,5.92,7.5,2.74,2.3,1.57,0.15,0.82,3.35,3.2,2.53,0.6851124768780954
2001-09-26,12.0,1.33,7.95,7.15,7.52,9.3,1.35,2.15,1.78,2.38,2.82,4.63,2.26,1.81,3.5015030946065426
2000-08-17,23.31,2.4,4.95,11.15,10.73,11.48,6.53,0.33,0.76,6.25,6.33,5.82,-0.43,-0.51,0.9439774447867175
2003-01-24,13.79,1.63,6.98,5.59,5.5,5.96,-1.03,0.37,0.45,1.15,1.65,3.94,2.78,2.29,5.316529740387775
2001-01-09,20.11,2.17,5.02,9.25,9.85,10.68,5.66,1.43,0.83,5.24,4.66,4.99,-0.25,0.33,1.3507861718460479
2001-10-15,12.83,1.43,7.21,7.05,7.22,9.15,1.94,2.1,1.94,2.24,2.77,4.6,2.36,1.83,3.5658090054428504
2011-01-28,19.4,3.05,4.71,7.2,7.75,8.12,3.41,0.92,0.37,0.15,0.55,3.33,3.18,2.78,0.5103105590062111
2005-11-14,16.66,3.35,6.51,5.75,6.15,7.1,0.59,1.35,0.95,3.95,4.5,4.61,0.66,0.11,1.1611701052915158
2001-10-25,13.31,1.48,7.01,6.7,7.02,8.9,1.89,2.2,1.88,2.15,2.65,4.55,2.4,1.9,3.493918435487717
2007-02-22,18.06,4.3,5.15,7.6,7.74,7.96,2.81,0.36,0.22,5.16,4.87,4.73,-0.43,-0.14,0.10596096254270204
2004-04-08,18.0,2.96,4.61,4.24,4.54,5.12,0.5,0.88,0.58,0.93,1.81,4.15,3.22,2.34,0.46876530712209785
2003-12-11,15.98,2.62,5.35,4.2,4.49,5.21,-0.14,1.01,0.73,0.9,1.81,4.24,3.33,2.43,0.9271427015645988
1999-10-11,23.0,2.57,4.32,10.25,10.69,11.54,7.23,1.29,0.85,4.8,5.79,6.04,1.24,0.25,0.2636472982975575
2012-10-30,18.45,2.47,5.45,8.14,7.87,8.18,2.73,0.04,0.31,0.13,0.29,1.72,1.59,1.43,0.9375240161840823
2006-04-12,20.58,4.48,4.97,5.6,6.55,7.58,2.61,1.98,1.02,4.68,4.92,4.98,0.31,0.07,0.4288450029922204
2011-06-24,18.47,3.0,4.96,8.14,8.13,8.24,3.29,0.1,0.12,0.02,0.34,2.87,2.85,2.53,0.5090273666955056
2010-06-24,19.54,3.34,4.49,5.35,6.24,7.58,3.09,2.23,1.34,0.13,0.68,3.14,3.01,2.46,0.5832218372271203
2007-12-03,23.9,5.55,3.9,7.5,7.79,7.88,3.98,0.38,0.09,2.98,2.87,3.85,0.87,0.98,-0.08994054266139495
2007-11-08,22.46,5.22,4.01,7.47,7.85,7.91,3.9,0.44,0.07,3.3,3.48,4.29,0.99,0.8,-0.12016334538165452
2000-05-04,23.66,2.43,4.83,8.1,9.33,10.49,5.67,2.39,1.17,5.9,6.78,5.98,0.08,-0.81,0.842421871179146
2008-07-30,15.63,3.4,5.53,9.25,9.46,9.31,3.78,0.06,-0.15,1.7,2.64,4.05,2.35,1.41,0.38173780708746996
2012-10-08,19.28,2.57,5.24,8.08,7.91,8.14,2.9,0.06,0.23,0.1,0.26,1.73,1.63,1.47,0.9570541240263564
2009-04-28,14.91,2.3,6.24,3.35,4.74,6.19,-0.05,2.84,1.45,0.13,0.95,3.01,2.88,2.06,0.8520707773141707
1999-08-17,18.32,2.29,4.99,9.1,10.43,11.53,6.53,2.43,1.1,4.8,5.67,5.88,1.08,0.21,0.3106044650379107
2006-01-31,19.25,3.88,5.59,6.62,6.74,7.37,1.79,0.75,0.63,4.45,4.53,4.52,0.07,-0.01,0.8489916665055395
2002-06-14,13.86,1.74,5.97,6.45,6.89,7.64,1.67,1.19,0.75,1.72,2.89,4.8,3.08,1.91,3.1502371166613976
2001-07-10,14.78,1.63,6.56,7.12,7.65,9.33,2.77,2.21,1.68,3.6,4.03,5.27,1.67,1.24,3.53733801102599
2012-01-03,16.07,2.29,5.79,8.45,8.03,8.35,2.56,-0.1,0.32,0.02,0.26,1.96,1.94,1.7,1.0271833117163855
2000-02-16,33.45,3.85,3.66,9.1,9.83,10.47,6.81,1.37,0.64,5.71,6.6,6.54,0.83,-0.05,0.10201491353323822
2004-03-10,17.74,2.89,4.64,4.25,4.53,5.22,0.57,0.97,0.68,0.95,1.51,3.73,2.78,2.22,0.4791465886810009
2011-02-01,18.92,3.0,4.83,7.25,7.78,8.15,3.32,0.9,0.37,0.16,0.61,3.44,3.28,2.83,0.5423411417345452
2009-03-02,11.73,1.83,7.87,4.6,4.85,6.29,-1.58,1.69,1.44,0.24,0.88,2.86,2.62,1.99,1.3868430025817133
2005-07-26,18.82,3.46,6.86,5.3,5.95,7.0,0.14,1.7,1.05,3.4,3.94,4.23,0.83,0.29,0.9725453470031546
2000-07-19,25.23,2.6,4.52,9.0,9.72,10.9,6.38,1.9,1.18,6.15,6.46,6.16,0.02,-0.29,0.7110703245749612
2008-02-28,20.48,5.09,4.44,7.38,7.5,7.6,3.16,0.22,0.1,1.81,1.82,3.67,1.86,1.86,0.06856857425045693
2013-03-14,17.79,2.55,5.48,8.11,7.71,7.86,2.38,-0.25,0.15,0.1,0.27,2.04,1.94,1.77,1.0894341458141925
2000-06-30,25.99,2.68,4.36,9.2,9.78,11.06,6.7,1.86,1.28,5.86,6.37,6.03,0.17,-0.34,0.5818198751979138
2013-04-05,16.79,2.41,5.87,7.85,7.69,7.93,2.06,0.08,0.23,0.07,0.23,1.71,1.65,1.48,1.1549242554360895
2008-05-06,19.33,4.8,4.54,7.25,7.71,7.89,3.34,0.64,0.18,1.63,2.4,3.92,2.29,1.52,0.07622999407231767
2002-07-25,12.55,1.6,6.71,5.9,6.27,7.33,0.62,1.43,1.07,1.7,2.31,4.38,2.68,2.07,3.7656071500571198
2014-07-31,21.47,2.97,4.86,8.61,8.12,8.71,3.85,0.1,0.59,0.03,0.54,2.56,2.53,2.02,0.5751438787947276
2002-04-12,14.74,1.74,5.51,6.06,6.19,7.27,1.75,1.21,1.08,1.72,3.36,5.16,3.44,1.8,3.1473927145708585
2000-08-01,23.17,2.39,4.86,9.7,10.57,11.36,6.5,1.66,0.79,6.14,6.24,5.99,-0.15,-0.25,0.9133883082094647
2004-03-22,16.25,2.67,5.08,4.28,4.5,5.17,0.09,0.89,0.67,0.94,1.49,3.72,2.79,2.24,0.5260075908187241
2003-01-22,14.12,1.67,6.81,5.58,5.47,5.86,-0.95,0.28,0.39,1.2,1.65,3.92,2.72,2.26,5.041409861325116
2014-09-25,21.11,2.96,4.84,8.53,8.42,8.48,3.65,-0.05,0.06,0.01,0.56,2.51,2.5,1.95,0.4441484120665602
2012-10-19,19.15,2.55,5.28,8.14,7.81,8.12,2.84,-0.02,0.31,0.1,0.3,1.77,1.67,1.47,0.9058310880484317
2011-01-05,22.07,3.38,4.12,7.15,7.4,8.05,3.93,0.9,0.66,0.14,0.71,3.46,3.32,2.76,0.3748852766617037
2000-02-15,32.75,3.76,3.68,8.85,9.59,10.45,6.77,1.6,0.86,5.63,6.63,6.55,0.92,-0.08,0.12232386142467888
2009-07-30,18.75,3.16,4.92,3.25,5.06,6.95,2.03,3.7,1.89,0.19,1.17,3.62,3.43,2.44,0.5576202184691039
2001-10-24,13.39,1.49,6.95,6.77,7.01,8.9,1.95,2.13,1.89,2.18,2.77,4.6,2.41,1.83,3.415520783941836
2000-06-01,23.57,2.4,4.45,8.7,9.59,10.79,6.34,2.09,1.2,5.7,6.6,5.98,0.28,-0.62,0.9008007586134232
2008-01-04,27.07,6.32,3.54,7.0,7.46,7.7,4.16,0.7,0.24,3.17,2.74,3.87,0.7,1.13,-0.1803420201359358
2014-10-27,21.24,2.95,4.84,8.4,8.22,8.31,3.47,-0.09,0.09,0.01,0.38,2.26,2.25,1.88,0.3652254267033188
2013-10-15,17.37,2.34,5.6,8.93,8.48,8.65,3.05,-0.28,0.18,0.13,0.35,2.72,2.59,2.37,1.0813665265653625
2001-06-04,16.44,1.78,6.56,7.7,8.62,9.93,3.37,2.23,1.31,3.68,4.19,5.34,1.66,1.15,2.9769721692216593
2013-11-28,18.18,2.37,5.52,8.91,8.48,9.01,3.49,0.1,0.53,0.07,0.29,2.74,2.67,2.45,0.9755033129459734
2011-08-03,17.92,2.85,5.15,8.4,8.35,8.42,3.27,0.02,0.07,0.03,0.33,2.62,2.59,2.28,0.5634276145252677
2003-01-13,13.96,1.65,6.87,5.36,5.48,5.99,-0.88,0.63,0.51,1.2,1.86,4.12,2.92,2.26,5.372611464968153
2007-07-03,19.18,4.58,4.8,6.5,7.51,8.1,3.3,1.6,0.59,4.9,4.89,5.05,0.15,0.16,0.13957071946762678
2009-08-18,18.67,3.04,5.0,3.38,5.75,7.12,2.12,3.74,1.37,0.19,1.03,3.52,3.33,2.49,0.6747868785378164
2000-09-08,25.9,2.7,4.54,10.8,10.6,11.49,6.95,0.69,0.89,6.14,6.11,5.74,-0.41,-0.37,0.8228635576968051
2003-02-04,13.73,1.62,6.99,5.62,5.82,6.22,-0.77,0.6,0.4,1.18,1.69,3.93,2.74,2.24,5.711861048738608
2002-08-14,12.15,1.55,6.93,5.85,6.22,7.22,0.28,1.37,1.0,1.65,2.16,4.12,2.47,1.96,3.8372641509433967
2011-11-01,17.65,2.62,5.25,8.65,8.61,8.94,3.69,0.29,0.33,0.01,0.24,1.99,1.99,1.75,0.7891146676257268
2002-04-18,14.56,1.71,5.41,6.0,6.21,7.3,1.89,1.3,1.09,1.74,3.37,5.2,3.46,1.83,3.3106103641987
2013-07-12,18.02,2.48,5.46,7.46,7.59,7.53,2.07,0.07,-0.06,0.04,0.35,2.59,2.55,2.25,1.0333516880985543
2002-05-23,13.28,1.61,6.13,6.8,7.11,7.93,1.79,1.13,0.81,1.75,3.23,5.15,3.4,1.92,3.312174032390886
2006-08-28,18.09,3.78,5.24,6.38,7.1,7.95,2.71,1.57,0.85,5.06,4.88,4.79,-0.26,-0.09,0.5816128400163887
2014-02-13,17.47,2.34,5.85,9.1,8.67,8.86,3.01,-0.24,0.19,0.03,0.32,2.74,2.7,2.42,0.9401290322580647
2003-02-18,13.75,1.62,6.96,5.6,5.9,6.42,-0.54,0.82,0.52,1.18,1.65,3.95,2.77,2.31,5.555086701391178
2011-11-23,16.12,2.31,5.87,8.9,8.58,8.81,2.94,-0.09,0.22,0.02,0.27,1.89,1.87,1.62,1.013816647178205
2004-05-31,14.4,2.37,8.38,4.36,4.69,5.27,-3.1,0.91,0.59,1.06,2.46,4.59,3.53,2.14,0.8709795768619297
2009-05-26,18.82,2.92,5.18,3.3,4.89,6.55,1.36,3.25,1.66,0.18,0.92,3.55,3.37,2.63,0.5417560503973171
2007-05-10,17.43,4.38,5.18,7.45,7.99,8.12,2.94,0.67,0.13,4.83,4.69,4.64,-0.19,-0.05,0.23082288343103063
2001-11-01,13.41,1.49,7.09,6.7,7.03,8.83,1.74,2.13,1.8,2.05,2.49,4.23,2.19,1.74,3.5261370814908393
2001-09-20,12.1,1.34,7.73,7.25,7.81,9.52,1.79,2.27,1.71,2.21,2.89,4.74,2.53,1.86,3.2263323983169707
2000-12-07,23.35,2.43,5.07,9.2,10.11,11.22,6.15,2.02,1.11,6.09,5.44,5.31,-0.78,-0.13,1.358579018647776
2011-11-25,16.24,2.33,5.87,8.9,8.62,8.81,2.94,-0.1,0.19,0.02,0.28,1.97,1.94,1.69,1.0188391855058523
2001-10-01,12.3,1.36,7.63,7.05,7.41,9.2,1.57,2.15,1.79,2.35,2.81,4.54,2.19,1.72,3.4740293356341674
2009-08-20,18.58,3.03,5.01,3.38,5.77,7.18,2.17,3.8,1.41,0.17,0.99,3.43,3.26,2.44,0.6611657399545317
2005-09-01,18.32,3.51,6.7,5.2,6.05,7.08,0.38,1.88,1.04,3.42,3.73,4.03,0.62,0.31,1.0622784101511478
2013-05-22,17.99,2.62,5.51,7.28,7.26,7.36,1.85,0.08,0.1,0.04,0.25,2.04,2.0,1.79,0.8773613602274037
2006-01-23,18.73,3.77,5.94,6.2,6.42,7.21,1.26,1.01,0.78,4.33,4.37,4.36,0.03,0.0,0.9265415549597855
2003-08-01,15.34,1.94,7.72,4.74,5.01,5.6,-2.12,0.86,0.59,0.94,1.78,4.39,3.45,2.61,3.053583708013753
2010-06-03,19.09,3.24,4.67,5.1,5.94,7.56,2.88,2.46,1.61,0.15,0.82,3.37,3.22,2.55,0.6599931815242821
2002-08-05,12.04,1.54,6.98,5.84,6.2,7.2,0.22,1.36,0.99,1.64,1.93,4.21,2.57,2.28,3.907804399607678
2002-08-12,12.1,1.54,6.93,5.86,6.19,7.2,0.26,1.34,1.01,1.67,2.07,4.21,2.54,2.14,3.7830392635469696
2012-10-26,18.75,2.5,5.39,8.1,7.84,8.12,2.74,0.02,0.28,0.11,0.3,1.75,1.64,1.45,0.9207977144387651
