Date,Nifty500_PE,Nifty500_PB,Earning_Yields_%,3M_Yield_India,2Y_Yield_India,10Y_Yield_India,India_Yield_Spread,10Y-3M_Yield_India,10Y-2Y_Yield_India,3M_Yield_US,2Y_Yield_US,10Y_Yield_US,10Y-3M_Yield_US,10Y-2Y_Yield_US,pct_change
2006-04-07,20.93,4.55,4.86,5.79,6.66,7.55,2.68,1.76,0.88,4.66,4.91,4.99,0.33,0.07,0.4574475230898405
2005-02-08,17.18,3.24,7.01,5.15,5.91,6.54,-0.47,1.39,0.63,2.52,3.32,4.02,1.51,0.71,1.378623137770076
2011-11-03,17.69,2.63,5.25,8.7,8.56,8.9,3.65,0.2,0.34,0.01,0.24,2.07,2.07,1.83,0.7882597825176751
2006-06-23,16.91,3.7,5.78,6.33,7.22,8.09,2.31,1.76,0.87,4.89,5.27,5.22,0.34,-0.05,0.8626776571982053
1999-04-28,12.95,1.55,6.9,8.6,10.87,11.92,5.02,3.32,1.05,4.39,5.05,5.26,0.88,0.22,1.2526091849476622
1999-07-06,16.22,2.03,5.34,9.25,10.84,11.82,6.47,2.57,0.98,4.64,5.61,5.87,1.24,0.26,0.7559453173209287
1999-10-20,23.56,2.63,4.35,10.1,10.68,11.56,7.22,1.46,0.88,5.13,5.92,6.18,1.04,0.26,0.1948205623853958
2013-09-23,16.9,2.31,5.84,9.8,8.75,8.84,3.0,-0.96,0.09,0.02,0.33,2.7,2.68,2.37,1.0718652387327086
2010-01-05,21.21,3.34,4.24,3.35,5.39,7.69,3.45,4.34,2.31,0.07,1.02,3.77,3.7,2.75,0.5181666874242818
2014-05-08,18.82,2.62,5.4,8.81,8.56,8.75,3.35,-0.06,0.2,0.03,0.39,2.6,2.57,2.22,0.7626799831952029
2013-10-24,17.42,2.38,5.62,8.75,8.37,8.58,2.95,-0.17,0.2,0.04,0.31,2.52,2.49,2.21,1.0926161680458306
2009-07-07,17.99,2.89,5.12,3.1,5.35,7.06,1.95,3.96,1.71,0.19,0.97,3.45,3.27,2.49,0.5587974459028024
2005-11-07,16.01,3.22,6.77,5.62,6.09,7.11,0.34,1.49,1.01,3.91,4.45,4.63,0.72,0.18,1.1586171479259555
2008-02-29,20.29,5.05,4.49,7.38,7.5,7.56,3.07,0.18,0.07,1.77,1.63,3.52,1.75,1.89,0.0865916022656914
1999-08-25,19.29,2.4,4.81,9.3,10.47,11.56,6.75,2.26,1.09,4.91,5.52,5.71,0.8,0.2,0.21398758016899122
1999-08-05,17.59,2.2,4.97,9.1,10.49,11.47,6.5,2.37,0.98,4.7,5.53,5.86,1.16,0.33,0.35680479193765224
2010-07-15,19.97,3.41,4.44,5.4,6.4,7.63,3.19,2.23,1.23,0.15,0.61,2.99,2.84,2.39,0.5210531616108494
1999-09-27,21.52,2.4,4.64,9.55,10.59,11.56,6.92,2.01,0.97,4.8,5.58,5.83,1.03,0.25,0.3228847536768691
2006-07-17,16.79,3.46,5.67,6.37,7.21,8.37,2.7,2.0,1.17,5.04,5.12,5.07,0.03,-0.05,0.7950108240435392
2014-09-29,21.34,2.98,4.81,8.54,8.42,8.48,3.68,-0.06,0.07,0.01,0.58,2.49,2.48,1.91,0.434483404335003
2007-08-23,16.95,4.01,5.37,6.9,7.82,7.93,2.56,1.03,0.11,3.58,4.28,4.66,1.08,0.38,0.19076428467046602
2005-10-26,15.68,3.16,6.86,5.48,6.13,7.09,0.23,1.61,0.97,3.89,4.38,4.59,0.7,0.21,1.2041988370984655
2008-04-30,19.41,4.81,4.51,7.3,7.82,7.95,3.44,0.65,0.13,1.35,2.27,3.73,2.38,1.46,0.060491224745979455
2011-12-22,15.93,2.28,5.83,8.45,8.04,8.33,2.49,-0.12,0.28,0.01,0.28,1.95,1.95,1.68,1.0516532861613825
2013-03-20,17.12,2.45,5.68,7.93,7.74,7.92,2.23,-0.01,0.17,0.07,0.25,1.96,1.89,1.71,1.1697461791927664
2005-01-20,16.01,3.02,7.1,5.3,6.05,6.72,-0.38,1.42,0.67,2.35,3.19,4.17,1.83,0.98,1.4861235988731045
2010-06-04,19.14,3.25,4.65,5.15,5.95,7.53,2.88,2.38,1.58,0.13,0.73,3.21,3.08,2.48,0.6559828308060374
2005-09-08,18.68,3.58,6.57,5.15,6.04,7.03,0.46,1.88,1.0,3.45,3.88,4.15,0.69,0.27,1.0123422803395274
2000-08-16,23.48,2.42,4.91,11.0,10.6,11.44,6.52,0.44,0.84,6.26,6.33,5.84,-0.42,-0.49,0.922562587466957
2011-04-18,20.26,3.24,4.62,7.25,7.72,8.07,3.45,0.82,0.35,0.06,0.67,3.38,3.32,2.72,0.3015947060099806
2014-08-05,21.42,2.97,4.89,8.61,8.63,8.83,3.93,0.22,0.2,0.03,0.47,2.48,2.45,2.02,0.5936207630351165
2007-07-27,18.96,4.49,4.79,4.5,7.1,7.83,3.04,3.33,0.74,4.83,4.51,4.77,-0.07,0.25,0.05362988508844002
2011-10-25,16.78,2.58,5.44,8.7,8.5,8.76,3.32,0.06,0.26,0.02,0.25,2.11,2.09,1.86,0.7944482371873021
2014-03-19,18.66,2.54,5.44,9.1,8.49,8.77,3.33,-0.33,0.29,0.06,0.42,2.77,2.71,2.35,0.81538202291741
2011-12-15,16.12,2.31,5.82,8.5,8.13,8.48,2.66,-0.02,0.35,0.0,0.24,1.91,1.91,1.67,0.9940728993064891
2004-02-05,16.7,2.74,5.02,4.35,4.66,5.19,0.18,0.84,0.53,0.93,1.83,4.17,3.24,2.33,0.4762898792749539
2011-02-15,19.01,3.03,4.77,7.15,7.74,8.1,3.33,0.95,0.36,0.13,0.82,3.6,3.47,2.78,0.4828604661770741
2006-05-30,18.01,4.17,5.52,5.75,6.77,7.66,2.13,1.91,0.89,4.8,4.98,5.08,0.28,0.1,0.6713204497024028
2002-01-15,15.25,1.73,6.41,6.82,7.03,7.91,1.5,1.09,0.88,1.61,2.79,4.85,3.24,2.06,3.477072493929934
2009-10-15,21.23,3.28,4.36,3.25,5.89,7.36,2.99,4.11,1.47,0.06,0.95,3.46,3.4,2.51,0.49219171998223477
2003-03-28,13.16,1.54,7.32,6.05,6.04,6.31,-1.0,0.26,0.27,1.17,1.56,3.91,2.74,2.35,5.271381693779237
2003-12-05,15.32,2.5,5.51,4.2,4.52,5.19,-0.32,0.99,0.67,0.91,1.91,4.18,3.27,2.28,1.1162420382165608
2012-04-25,17.92,2.51,5.47,8.4,7.82,8.62,3.15,0.22,0.8,0.09,0.27,1.99,1.9,1.72,0.8622868581626992
2006-07-11,17.48,3.7,5.45,6.3,7.19,8.29,2.85,1.99,1.1,5.02,5.16,5.11,0.08,-0.06,0.7415864210793601
2009-05-08,16.09,2.49,5.81,3.15,4.65,6.37,0.56,3.22,1.73,0.18,0.98,3.29,3.11,2.31,0.8004077326132444
2001-11-19,14.62,1.63,6.46,6.7,6.89,8.45,1.99,1.75,1.57,1.94,2.97,4.8,2.86,1.84,3.2167644714917047
2001-03-20,16.61,1.79,5.7,8.5,9.16,10.42,4.72,1.92,1.25,4.48,4.21,4.76,0.28,0.55,2.2530709370377515
2005-04-06,17.11,3.19,6.74,5.25,5.98,6.82,0.08,1.57,0.84,2.74,3.69,4.43,1.69,0.73,1.3309905921416716
2002-07-09,13.42,1.71,6.22,5.85,6.43,7.34,1.12,1.49,0.91,1.75,2.69,4.73,2.98,2.04,3.2295380366557866
2000-12-27,18.87,2.03,5.36,9.2,10.15,10.92,5.56,1.72,0.77,5.76,5.19,5.11,-0.65,-0.08,1.3328068592057765
2005-01-17,16.12,3.04,7.06,5.3,6.0,6.69,-0.37,1.39,0.7,2.34,3.24,4.22,1.88,0.98,1.4769913084891062
2006-06-19,16.16,3.53,6.03,6.27,7.01,7.91,1.88,1.64,0.9,4.84,5.18,5.14,0.3,-0.04,0.9055691073717287
2003-05-12,13.14,1.53,9.23,4.52,5.07,5.92,-3.31,1.4,0.85,1.1,1.45,3.64,2.54,2.19,4.602724414949354
2002-08-29,12.24,1.56,6.81,5.78,6.05,7.15,0.34,1.37,1.1,1.68,2.14,4.14,2.46,2.0,4.003582254064481
2009-04-06,14.15,2.2,6.49,4.2,5.32,7.01,0.52,2.81,1.69,0.19,0.96,2.93,2.74,1.98,0.881090041644766
2007-09-12,18.84,4.46,4.91,7.1,7.61,7.9,2.98,0.8,0.28,3.98,3.96,4.42,0.43,0.46,0.11110671310956288
1999-05-31,14.85,1.86,5.55,8.8,10.85,11.7,6.15,2.9,0.85,4.64,5.4,5.62,0.99,0.22,0.8491350287460506
2012-01-25,17.47,2.46,5.44,8.75,8.07,8.3,2.86,-0.45,0.23,0.04,0.23,2.0,1.96,1.78,0.6986647909571053
2005-04-20,16.19,3.02,7.26,5.15,6.0,7.08,-0.17,1.93,1.09,2.84,3.49,4.19,1.35,0.7,1.4437902753368483
2008-05-13,18.47,4.6,4.71,7.25,7.75,7.91,3.19,0.66,0.16,1.96,2.47,3.91,1.96,1.44,0.1473215390325373
2000-05-02,23.03,2.36,5.0,8.0,9.37,10.41,5.41,2.41,1.04,5.88,6.72,5.98,0.09,-0.75,0.8638054075786512
2008-09-10,16.35,3.39,5.3,8.75,8.72,8.35,3.05,-0.4,-0.37,1.63,2.21,3.64,2.0,1.43,0.2862519245024804
2006-04-24,21.01,4.64,4.8,5.35,6.43,7.36,2.56,2.01,0.93,4.73,4.89,4.99,0.26,0.1,0.4556514264934377
2004-10-06,14.57,2.61,6.67,5.0,5.66,6.51,-0.15,1.51,0.85,1.69,2.63,4.23,2.54,1.59,1.4660977859778601
1999-03-23,14.99,1.79,7.01,9.0,10.84,11.99,4.98,2.99,1.15,4.49,5.0,5.16,0.67,0.16,1.097147416716537
2009-03-27,13.4,2.09,6.8,4.95,5.67,7.02,0.21,2.07,1.35,0.14,0.93,2.76,2.63,1.84,1.063702692324103
2011-01-14,20.51,3.14,4.44,7.15,7.7,8.18,3.73,1.03,0.48,0.15,0.58,3.33,3.18,2.75,0.4291564022554333
2011-08-09,16.89,2.69,5.48,8.25,8.19,8.22,2.73,-0.03,0.03,0.04,0.21,2.28,2.24,2.07,0.6759135282518198
2013-05-20,18.18,2.65,5.44,7.27,7.27,7.33,1.89,0.06,0.06,0.05,0.24,1.97,1.92,1.72,0.8445234811642595
1999-02-09,12.74,1.52,8.14,9.15,11.17,12.22,4.08,3.07,1.05,4.48,4.75,4.88,0.4,0.13,1.0662566178760509
2012-12-27,18.27,2.59,5.39,8.18,8.07,8.1,2.72,-0.08,0.04,0.08,0.26,1.73,1.66,1.47,0.934992085161537
2004-02-17,17.89,2.93,4.75,4.42,4.79,5.31,0.56,0.89,0.52,0.92,1.67,4.04,3.12,2.37,0.5270793351332008
2013-03-26,16.92,2.42,5.73,8.06,7.8,7.98,2.25,-0.08,0.18,0.08,0.25,1.91,1.83,1.66,1.242274609748327
2006-12-22,19.3,4.16,4.82,7.06,7.24,7.6,2.78,0.54,0.37,4.94,4.73,4.63,-0.32,-0.11,0.26111007230117167
2001-11-29,14.9,1.66,6.47,6.6,6.76,7.88,1.41,1.28,1.12,1.8,2.87,4.76,2.97,1.89,3.244880546075085
2013-10-01,16.56,2.25,5.9,9.59,8.61,8.72,2.82,-0.87,0.12,0.03,0.33,2.65,2.62,2.32,1.1819620610911397
2009-09-03,19.28,3.15,4.85,3.4,5.98,7.44,2.59,4.04,1.46,0.14,0.92,3.34,3.2,2.42,0.6560398472697486
2002-01-18,15.28,1.72,5.77,6.75,6.97,7.85,2.07,1.1,0.88,1.63,2.88,4.89,3.26,2.01,3.499895985021843
2013-03-11,17.92,2.57,5.44,8.1,7.7,7.83,2.39,-0.27,0.13,0.1,0.26,2.06,1.96,1.8,1.0682756771252349
2013-08-14,16.86,2.32,5.89,11.2,9.13,8.49,2.6,-2.71,-0.64,0.05,0.33,2.71,2.66,2.38,1.1371455242995867
2006-12-28,19.8,4.26,4.7,7.1,7.31,7.63,2.93,0.53,0.32,4.97,4.8,4.69,-0.28,-0.12,0.2525429140502653
2001-06-21,15.53,1.71,6.41,7.45,8.32,9.62,3.21,2.17,1.3,3.51,3.96,5.18,1.67,1.21,3.122802235246013
2012-10-31,18.49,2.48,5.43,8.2,7.88,8.21,2.77,0.01,0.33,0.11,0.29,1.69,1.58,1.41,0.9472785101767871
2010-03-19,19.45,3.27,4.47,4.35,6.12,7.82,3.36,3.47,1.71,0.16,1.0,3.69,3.54,2.7,0.6099560592044402
2011-11-08,17.8,2.63,5.23,8.71,8.66,9.03,3.79,0.32,0.37,0.01,0.24,2.08,2.07,1.84,0.8117795410475726
2000-04-06,27.85,2.86,4.28,8.35,9.68,10.47,6.2,2.12,0.79,5.87,6.38,5.92,0.05,-0.46,0.48230804330692334
2011-05-24,18.39,3.05,5.03,8.1,8.19,8.37,3.34,0.27,0.17,0.06,0.51,3.12,3.06,2.61,0.47642160471107853
2010-02-03,18.93,3.18,4.71,4.15,5.18,7.66,2.95,3.51,2.48,0.1,0.88,3.71,3.61,2.82,0.6465777165784288
2005-09-30,18.6,3.63,6.19,5.34,6.06,7.1,0.91,1.76,1.04,3.52,4.17,4.33,0.81,0.16,0.9746701846965697
2009-07-16,18.14,2.92,5.21,3.25,5.0,7.0,1.79,3.75,2.0,0.17,0.98,3.57,3.4,2.59,0.6209786350234565
2012-06-08,16.73,2.39,5.94,8.22,7.85,8.35,2.41,0.13,0.5,0.08,0.27,1.63,1.55,1.36,1.0058464952193371
2002-03-04,15.21,1.75,5.27,6.3,6.51,7.31,2.04,1.01,0.8,1.8,3.23,5.0,3.2,1.77,3.193050677370797
2006-04-05,21.25,4.62,4.78,5.8,6.71,7.54,2.75,1.74,0.83,4.66,4.81,4.85,0.19,0.04,0.4433874863514542
2005-07-08,17.84,3.28,7.06,5.42,6.12,7.19,0.13,1.77,1.07,3.14,3.77,4.1,0.96,0.32,1.1732747869465805
2001-01-05,20.5,2.21,4.96,9.2,9.83,10.67,5.72,1.47,0.85,5.12,4.59,4.93,-0.19,0.33,1.2504284601402231
2005-03-23,16.82,3.19,6.91,5.25,5.95,6.73,-0.18,1.48,0.78,2.81,3.82,4.59,1.78,0.77,1.5326414557861812
2008-10-01,14.63,2.8,5.89,8.8,8.71,8.44,2.55,-0.36,-0.26,0.8,1.82,3.74,2.94,1.92,0.4123524069028155
2003-05-27,14.3,1.66,8.72,4.62,5.06,5.8,-2.92,1.18,0.74,1.1,1.32,3.42,2.32,2.09,3.960506036475725
2002-01-03,15.08,1.71,6.44,6.85,7.09,7.91,1.47,1.06,0.81,1.74,3.17,5.11,3.38,1.94,3.450904755225137
2008-07-10,15.27,3.39,5.6,9.0,9.33,9.4,3.8,0.4,0.07,1.67,2.41,3.8,2.13,1.39,0.42545093496607644
2010-06-17,19.42,3.31,4.53,5.4,6.18,7.61,3.08,2.21,1.43,0.1,0.71,3.19,3.1,2.49,0.6535114978247358
2006-03-14,20.48,4.17,5.26,6.62,6.93,7.42,2.15,0.8,0.48,4.57,4.65,4.7,0.12,0.05,0.6996012485791099
2012-07-05,17.69,2.52,5.66,8.25,8.0,8.17,2.51,-0.08,0.17,0.08,0.29,1.6,1.52,1.31,0.9508844805815504
2006-01-12,18.86,3.8,5.79,6.14,6.39,7.2,1.41,1.06,0.81,4.29,4.38,4.41,0.12,0.03,1.0727603365240501
2014-06-16,21.4,2.99,4.87,8.6,8.22,8.64,3.77,0.04,0.42,0.04,0.47,2.6,2.56,2.13,0.5973384846533591
2013-01-23,18.36,2.66,5.33,7.98,7.75,7.86,2.53,-0.12,0.11,0.08,0.24,1.83,1.75,1.59,0.9098820304062474
2011-08-29,16.46,2.5,5.63,8.4,8.23,8.32,2.69,-0.08,0.09,0.01,0.21,2.26,2.26,2.06,0.7106113366940299
2010-06-30,19.76,3.37,4.49,5.35,6.2,7.56,3.06,2.21,1.36,0.18,0.61,2.94,2.76,2.33,0.5340783133892824
2007-03-09,16.58,3.95,5.59,7.32,7.83,8.0,2.41,0.68,0.17,5.06,4.68,4.59,-0.47,-0.09,0.2121450716008071
2007-04-23,18.0,4.34,5.03,7.35,8.04,8.1,3.07,0.75,0.06,4.95,4.63,4.65,-0.31,0.02,0.3165853876784037
2010-09-14,22.39,3.43,4.09,6.05,6.93,7.94,3.85,1.89,1.01,0.15,0.5,2.68,2.53,2.18,0.453904381232461
2004-06-30,14.37,2.36,7.91,4.45,4.98,5.85,-2.06,1.4,0.87,1.28,2.68,4.58,3.3,1.9,1.1337740384615382
2002-01-31,15.18,1.71,5.89,6.56,6.73,7.67,1.78,1.11,0.94,1.78,3.2,5.05,3.27,1.85,3.662911126662001
2003-07-09,15.9,1.91,8.05,4.95,5.16,5.7,-2.34,0.75,0.54,0.93,1.35,3.68,2.75,2.33,3.492207361556317
2014-01-09,18.63,2.42,5.46,8.74,8.61,8.78,3.32,0.04,0.18,0.04,0.43,2.97,2.92,2.54,0.8526083213178015
2010-02-16,18.67,3.12,4.81,4.1,6.17,7.86,3.05,3.76,1.69,0.09,0.81,3.66,3.57,2.86,0.5781746943513961
2012-10-25,19.0,2.52,5.32,8.1,7.84,8.12,2.81,0.02,0.28,0.11,0.31,1.81,1.7,1.5,0.9046011862606234
2004-09-07,14.39,2.51,7.25,4.58,5.37,5.94,-1.31,1.36,0.57,1.62,2.57,4.24,2.62,1.67,1.3522147267730307
2011-09-19,16.9,2.56,5.5,8.43,8.32,8.33,2.82,-0.11,0.01,0.01,0.16,1.96,1.95,1.8,0.7588806620743851
2010-10-05,23.55,3.51,3.91,6.25,7.02,7.95,4.04,1.7,0.93,0.12,0.41,2.47,2.35,2.07,0.4140527473398459
2013-04-02,17.33,2.49,5.67,7.86,7.67,7.99,2.32,0.13,0.32,0.08,0.24,1.86,1.79,1.62,1.1508827182398864
2008-06-11,16.57,3.85,5.19,7.63,8.1,8.26,3.06,0.63,0.16,1.93,2.81,4.08,2.14,1.26,0.2021005685024846
2003-10-09,16.81,2.38,6.04,4.44,4.55,5.06,-0.98,0.62,0.51,0.9,1.66,4.29,3.39,2.64,2.079440222582119
2013-08-21,15.17,2.15,6.54,11.05,9.18,8.4,1.87,-2.65,-0.78,0.05,0.37,2.89,2.85,2.53,1.2692255710231115
2004-05-11,16.81,2.76,6.35,4.38,4.61,5.2,-1.16,0.82,0.58,1.06,2.57,4.75,3.69,2.18,0.3978132884777126
2002-06-20,13.66,1.71,6.31,6.42,6.88,7.62,1.32,1.2,0.75,1.73,2.87,4.79,3.06,1.91,3.302682238193018
2012-09-13,18.45,2.45,5.48,8.13,7.92,8.17,2.69,0.04,0.25,0.1,0.24,1.72,1.62,1.48,1.0296478873239434
2008-03-18,17.01,4.1,5.06,7.33,7.49,7.59,2.53,0.26,0.1,0.75,1.64,3.5,2.75,1.87,0.3338366092017129
2001-07-31,14.76,1.62,6.6,7.14,7.44,9.36,2.76,2.22,1.93,3.55,3.8,5.06,1.51,1.25,2.655907036797934
2010-06-08,18.66,3.17,4.78,5.2,5.94,7.46,2.68,2.26,1.52,0.12,0.75,3.19,3.07,2.44,0.720712909441233
2001-05-09,16.52,1.81,6.41,8.3,8.91,10.1,3.69,1.8,1.18,3.74,4.07,5.17,1.43,1.1,2.6088856993736953
2003-02-20,13.83,1.63,6.92,5.76,6.03,6.54,-0.38,0.78,0.51,1.19,1.59,3.87,2.68,2.28,5.720062921937471
2010-11-10,23.67,3.56,3.93,6.85,7.26,8.07,4.14,1.22,0.81,0.13,0.43,2.65,2.52,2.22,0.25763813233323374
2012-04-10,18.24,2.53,5.4,8.75,7.96,8.59,3.19,-0.16,0.63,0.09,0.29,1.99,1.9,1.7,0.8117092000857817
2014-09-03,21.88,3.05,4.71,8.6,8.4,8.52,3.8,-0.08,0.11,0.03,0.52,2.41,2.39,1.89,0.49513632109486494
2003-01-16,14.14,1.67,6.78,5.34,5.43,5.93,-0.84,0.59,0.5,1.19,1.73,4.08,2.89,2.35,5.393008338678641
2001-12-24,14.74,1.67,6.58,6.85,7.13,8.2,1.62,1.35,1.07,1.73,3.15,5.14,3.42,1.99,3.3724716683402667
2005-11-01,15.58,3.14,6.98,5.53,6.08,7.1,0.12,1.57,1.02,3.89,4.42,4.57,0.68,0.15,1.1862662797112224
2008-09-24,15.45,2.96,5.59,8.6,8.75,8.62,3.03,0.02,-0.12,0.46,1.97,3.81,3.36,1.84,0.4091893303029839
2002-02-21,14.88,1.71,5.41,6.3,6.5,7.44,2.03,1.14,0.94,1.76,2.93,4.86,3.1,1.93,3.1154290111581373
2002-12-16,13.86,1.64,6.84,5.46,5.66,6.34,-0.5,0.88,0.68,1.22,1.91,4.16,2.94,2.25,4.9315445026178
2007-03-16,16.29,3.89,5.76,7.33,7.94,8.02,2.26,0.69,0.09,5.0,4.6,4.55,-0.45,-0.05,0.2786529241768705
2013-11-26,18.0,2.36,5.57,8.97,8.51,9.04,3.46,0.07,0.53,0.07,0.3,2.7,2.63,2.4,0.9753908295310045
1999-03-17,14.77,1.77,7.09,9.35,10.92,12.0,4.91,2.65,1.08,4.52,4.98,5.12,0.6,0.14,1.1683020190311884
2004-09-03,14.22,2.48,7.32,4.52,5.5,5.89,-1.43,1.37,0.39,1.57,2.41,4.29,2.72,1.88,1.4383220118514237
2003-04-30,12.8,1.49,7.61,4.6,5.13,5.88,-1.73,1.28,0.75,1.13,1.49,3.84,2.71,2.35,5.254589787722317
2004-08-05,14.02,2.47,7.24,4.5,5.14,6.14,-1.1,1.64,0.99,1.47,2.61,4.4,2.93,1.8,1.6941368669449992
2001-08-20,14.73,1.62,6.57,6.93,7.22,9.19,2.61,2.26,1.97,3.44,3.73,4.91,1.47,1.18,2.5397377381728607
2012-06-21,17.01,2.43,5.84,8.3,7.96,8.34,2.5,0.04,0.38,0.08,0.3,1.62,1.54,1.32,0.9790633744047914
2001-05-30,17.23,1.86,6.26,7.6,8.66,9.79,3.53,2.19,1.13,3.69,4.32,5.51,1.82,1.19,2.6546116657248695
2012-06-27,16.99,2.42,5.86,8.35,7.97,8.35,2.49,0.0,0.38,0.09,0.31,1.62,1.53,1.31,1.0223964028158288
2002-11-14,12.04,1.54,6.77,5.54,5.8,6.68,-0.08,1.14,0.88,1.22,1.89,4.06,2.84,2.17,4.436402723038338
2003-10-15,16.97,2.4,5.9,4.42,4.54,4.99,-0.92,0.57,0.44,0.93,1.76,4.33,3.4,2.57,1.921798510839607
2012-07-13,17.25,2.48,5.81,8.24,7.9,8.09,2.28,-0.15,0.2,0.1,0.24,1.49,1.39,1.25,0.9965598123534012
2009-03-16,12.1,1.89,7.59,4.6,5.49,6.61,-0.98,2.01,1.12,0.23,1.01,2.96,2.72,1.94,1.302794590505012
2011-10-18,16.54,2.53,5.56,8.5,8.45,8.75,3.19,0.24,0.29,0.03,0.27,2.18,2.14,1.91,0.8242546263499992
2002-08-08,11.91,1.52,7.05,5.85,6.21,7.18,0.14,1.33,0.98,1.62,2.08,4.4,2.77,2.32,3.8980242192479286
2010-11-30,21.5,3.29,4.28,6.9,7.32,8.06,3.79,1.16,0.75,0.17,0.46,2.8,2.63,2.34,0.3703831513782576
2003-04-21,12.88,1.5,7.73,5.03,5.31,5.87,-1.86,0.84,0.56,1.18,1.72,3.99,2.8,2.27,5.159820602263829
2013-04-16,17.14,2.47,5.73,7.77,7.56,7.82,2.09,0.05,0.26,0.06,0.23,1.72,1.67,1.49,1.0972170811320119
2003-12-04,15.53,2.54,5.41,4.2,4.56,5.17,-0.25,0.97,0.61,0.92,2.05,4.37,3.44,2.31,1.0993498729636824
2014-10-01,21.31,2.96,4.81,8.49,8.41,8.47,3.66,-0.02,0.06,0.02,0.52,2.4,2.38,1.88,0.41370417549097005
2002-02-13,14.62,1.68,5.47,6.3,6.43,7.21,1.74,0.91,0.79,1.76,3.08,4.99,3.24,1.91,3.205433157860531
1999-04-08,14.25,1.7,6.39,8.75,10.92,11.97,5.58,3.22,1.04,4.39,4.86,5.04,0.65,0.18,1.0217573807191829
2003-01-14,14.01,1.65,6.84,5.34,5.46,5.93,-0.9,0.59,0.48,1.2,1.75,4.08,2.88,2.33,5.375153751537516
2013-04-25,17.68,2.56,5.56,7.62,7.46,7.77,2.21,0.15,0.31,0.06,0.23,1.71,1.65,1.48,0.9761909910689184
2012-04-12,18.32,2.54,5.36,8.7,7.83,8.43,3.07,-0.27,0.6,0.09,0.29,2.06,1.97,1.77,0.8080184036712479
2002-04-04,14.52,1.71,5.45,6.05,6.19,7.14,1.7,1.09,0.95,1.79,3.54,5.26,3.47,1.72,3.396362258431224
2001-04-19,16.0,1.72,6.08,8.2,8.96,10.33,4.25,2.13,1.37,3.9,4.22,5.3,1.4,1.07,2.4742998462669608
2007-09-26,20.65,4.72,4.5,7.0,7.73,7.92,3.42,0.92,0.19,3.68,3.99,4.62,0.94,0.63,-0.014566580552826558
2000-11-24,21.61,2.25,5.39,9.7,10.27,11.35,5.96,1.65,1.09,6.35,5.87,5.64,-0.71,-0.23,1.5485889913383626
2007-12-07,25.02,5.89,3.83,7.48,7.78,7.87,4.05,0.39,0.1,3.01,3.1,4.11,1.1,1.0,-0.10749364654165805
2012-06-22,16.96,2.42,5.86,8.3,7.95,8.34,2.48,0.04,0.39,0.08,0.3,1.68,1.59,1.37,0.9828237465395262
2008-02-08,19.99,4.97,4.58,7.2,7.4,7.47,2.89,0.27,0.07,2.25,1.95,3.65,1.4,1.7,0.09511004995421835
2012-09-24,19.29,2.56,5.25,8.15,7.96,8.15,2.9,0.0,0.19,0.11,0.27,1.72,1.6,1.45,0.9552792100562804
2002-09-16,11.96,1.53,6.82,5.75,5.92,7.19,0.37,1.44,1.27,1.71,2.19,3.91,2.2,1.72,4.31865577004368
2006-09-13,18.59,3.78,5.05,6.4,7.04,7.74,2.69,1.34,0.7,4.89,4.8,4.76,-0.12,-0.04,0.566450088600118
2000-02-28,35.97,3.69,3.64,8.85,9.57,10.44,6.8,1.59,0.87,5.8,6.52,6.42,0.62,-0.1,0.15088045674696104
2011-03-11,18.89,3.01,4.8,7.15,7.66,7.95,3.16,0.8,0.3,0.08,0.65,3.4,3.33,2.76,0.4943136036098259
2008-01-08,26.87,6.27,3.53,6.85,7.47,7.67,4.14,0.82,0.2,3.21,2.68,3.78,0.57,1.1,-0.17068659231177774
2000-04-07,29.69,3.04,3.99,8.25,9.57,10.45,6.46,2.2,0.88,5.87,6.36,5.85,-0.03,-0.52,0.3923178704856787
2009-09-11,19.95,3.25,4.61,3.45,6.11,7.36,2.75,3.91,1.25,0.14,0.91,3.35,3.21,2.44,0.5308184616956859
2012-11-19,17.23,2.46,5.68,8.16,7.88,8.19,2.51,0.03,0.3,0.09,0.25,1.61,1.52,1.37,1.0163164121922361
1999-08-11,17.75,2.22,5.02,9.0,10.4,11.58,6.56,2.58,1.19,4.89,5.74,6.04,1.14,0.3,0.39274603535928354
2012-05-29,16.99,2.4,5.92,8.4,8.08,8.51,2.59,0.11,0.43,0.09,0.29,1.75,1.66,1.46,0.9974502032263766
2003-04-22,12.85,1.5,7.76,4.95,5.35,5.89,-1.86,0.94,0.55,1.18,1.67,3.97,2.78,2.3,5.219454753068798
2004-10-18,14.42,2.58,6.7,5.12,5.75,6.76,0.07,1.64,1.01,1.74,2.5,4.05,2.31,1.54,1.441310645666145
2010-10-04,23.51,3.51,3.9,6.25,7.06,7.93,4.03,1.68,0.87,0.16,0.41,2.48,2.32,2.07,0.4145823618703681
2011-12-29,15.67,2.24,5.94,8.5,8.18,8.53,2.59,0.03,0.35,0.01,0.27,1.9,1.89,1.63,1.0656807850094245
2007-11-12,22.23,5.16,4.07,7.42,7.87,7.92,3.85,0.5,0.05,3.04,3.4,4.23,1.19,0.82,-0.09086304263482337
2009-11-24,20.05,3.18,4.42,3.27,5.49,7.2,2.78,3.93,1.71,0.05,0.73,3.31,3.26,2.58,0.5470099787025295
